user_id,event_name,event_time,country,platform,acquisition_channel
766,"View Landing Page",2025-05-01T08:09:03.817Z,"Germany","Windows","Paid Search"
754,"View Landing Page",2025-05-01T08:09:13.609Z,"Netherlands","Android","Social Media"
745,"View Landing Page",2025-05-01T08:10:58.108Z,"Belgium","Windows","Email"
109,"View Landing Page",2025-05-01T08:11:00.174Z,"Sweden","Windows","Paid Search"
711,"View Landing Page",2025-05-01T08:13:19.662Z,"Belgium","Windows","Paid Search"
752,"View Landing Page",2025-05-01T08:13:33.752Z,"UK","Linux","Social Media"
353,"View Landing Page",2025-05-01T08:15:52.224Z,"Austria","Windows","Referral"
783,"View Landing Page",2025-05-01T08:18:01.085Z,"UK","macOS","Paid Search"
588,"View Landing Page",2025-05-01T08:21:46.479Z,"Poland","Windows","Paid Search"
906,"View Landing Page",2025-05-01T08:22:31.455Z,"Sweden","Linux","Social Media"
915,"View Landing Page",2025-05-01T08:22:39.889Z,"Germany","macOS","Organic Search"
769,"View Landing Page",2025-05-01T08:24:43.212Z,"Austria","Windows","Organic Search"
497,"View Landing Page",2025-05-01T08:24:53.884Z,"Germany","Android","Organic Search"
811,"View Landing Page",2025-05-01T08:27:04.706Z,"UK","macOS","Referral"
148,"View Landing Page",2025-05-01T08:27:22.529Z,"France","macOS","Paid Search"
361,"View Landing Page",2025-05-01T08:29:24.956Z,"Germany","Windows","Organic Search"
369,"View Landing Page",2025-05-01T08:30:19.498Z,"Austria","Android","Referral"
589,"View Landing Page",2025-05-01T08:31:11.963Z,"Denmark","iOS","Organic Search"
655,"View Landing Page",2025-05-01T08:33:31.156Z,"Spain","Windows","Social Media"
529,"View Landing Page",2025-05-01T08:38:17.752Z,"Italy","Linux","Social Media"
779,"View Landing Page",2025-05-01T08:39:37.709Z,"Netherlands","Linux","Social Media"
706,"View Landing Page",2025-05-01T08:40:37.807Z,"Austria","Windows","Referral"
563,"View Landing Page",2025-05-01T08:41:26.051Z,"Germany","macOS","Social Media"
234,"View Landing Page",2025-05-01T08:42:06.560Z,"Czech Republic","macOS","Social Media"
466,"View Landing Page",2025-05-01T08:43:34.654Z,"France","Android","Organic Search"
932,"View Landing Page",2025-05-01T08:43:49.904Z,"Belgium","Windows","Paid Search"
718,"View Landing Page",2025-05-01T08:44:39.936Z,"UK","macOS","Organic Search"
164,"View Landing Page",2025-05-01T08:44:53.021Z,"Italy","Linux","Referral"
120,"View Landing Page",2025-05-01T08:45:18.092Z,"Austria","Android","Social Media"
239,"View Landing Page",2025-05-01T08:45:32.821Z,"Germany","Android","Paid Search"
174,"View Landing Page",2025-05-01T08:47:25.554Z,"Germany","iOS","Organic Search"
326,"View Landing Page",2025-05-01T08:50:07.858Z,"Sweden","macOS","Organic Search"
332,"View Landing Page",2025-05-01T08:55:33.006Z,"Italy","Linux","Referral"
303,"View Landing Page",2025-05-01T08:56:53.036Z,"France","macOS","Organic Search"
203,"View Landing Page",2025-05-01T08:58:18.428Z,"Czech Republic","macOS","Paid Search"
97,"View Landing Page",2025-05-01T09:00:07.581Z,"Germany","macOS","Referral"
6,"View Landing Page",2025-05-01T09:03:32.102Z,"Sweden","Android","Referral"
978,"View Landing Page",2025-05-01T09:04:51.025Z,"Netherlands","Windows","Email"
249,"View Landing Page",2025-05-01T09:05:43.826Z,"Netherlands","Windows","Paid Search"
905,"View Landing Page",2025-05-01T09:06:37.724Z,"Netherlands","Windows","Paid Search"
400,"View Landing Page",2025-05-01T09:07:53.518Z,"France","Linux","Social Media"
376,"View Landing Page",2025-05-01T09:12:42.062Z,"Poland","macOS","Social Media"
562,"View Landing Page",2025-05-01T09:13:09.769Z,"Belgium","Windows","Organic Search"
483,"View Landing Page",2025-05-01T09:13:48.242Z,"Sweden","iOS","Email"
873,"View Landing Page",2025-05-01T09:13:57.732Z,"Italy","iOS","Social Media"
356,"View Landing Page",2025-05-01T09:16:43.510Z,"Spain","Linux","Organic Search"
106,"View Landing Page",2025-05-01T09:17:19.874Z,"Austria","iOS","Social Media"
843,"View Landing Page",2025-05-01T09:18:02.546Z,"France","macOS","Organic Search"
210,"View Landing Page",2025-05-01T09:19:42.090Z,"Sweden","Android","Organic Search"
695,"View Landing Page",2025-05-01T09:19:58.453Z,"Germany","macOS","Social Media"
763,"View Landing Page",2025-05-01T09:21:40.471Z,"Netherlands","iOS","Referral"
926,"View Landing Page",2025-05-01T09:25:05.004Z,"France","Android","Organic Search"
68,"View Landing Page",2025-05-01T09:28:20.973Z,"Belgium","iOS","Social Media"
995,"View Landing Page",2025-05-01T09:29:22.285Z,"Italy","Windows","Organic Search"
309,"View Landing Page",2025-05-01T09:34:37.552Z,"Germany","macOS","Organic Search"
857,"View Landing Page",2025-05-01T09:38:41.397Z,"Italy","macOS","Organic Search"
642,"View Landing Page",2025-05-01T09:41:55.209Z,"Belgium","Windows","Email"
925,"View Landing Page",2025-05-01T09:43:30.137Z,"Netherlands","macOS","Referral"
238,"View Landing Page",2025-05-01T09:44:35.027Z,"Netherlands","macOS","Organic Search"
347,"View Landing Page",2025-05-01T09:45:01.671Z,"Netherlands","iOS","Paid Search"
212,"View Landing Page",2025-05-01T09:45:37.357Z,"UK","Android","Social Media"
841,"View Landing Page",2025-05-01T09:46:54.850Z,"Italy","iOS","Social Media"
140,"View Landing Page",2025-05-01T09:48:17.157Z,"Austria","macOS","Social Media"
153,"View Landing Page",2025-05-01T09:50:54.109Z,"Italy","Windows","Referral"
185,"View Landing Page",2025-05-01T09:52:39.417Z,"Spain","macOS","Referral"
420,"View Landing Page",2025-05-01T09:52:57.476Z,"Germany","macOS","Social Media"
986,"View Landing Page",2025-05-01T09:55:16.724Z,"Poland","iOS","Referral"
335,"View Landing Page",2025-05-01T10:01:02.903Z,"Italy","Android","Organic Search"
150,"View Landing Page",2025-05-01T10:03:25.379Z,"Spain","Android","Organic Search"
539,"View Landing Page",2025-05-01T10:03:44.126Z,"Italy","macOS","Social Media"
597,"View Landing Page",2025-05-01T10:04:47.525Z,"Germany","Android","Organic Search"
476,"View Landing Page",2025-05-01T10:05:21.954Z,"Austria","iOS","Referral"
851,"View Landing Page",2025-05-01T10:06:09.792Z,"Poland","Android","Paid Search"
699,"View Landing Page",2025-05-01T10:07:36.392Z,"Italy","iOS","Organic Search"
590,"View Landing Page",2025-05-01T10:08:05.537Z,"Denmark","macOS","Referral"
433,"View Landing Page",2025-05-01T10:09:55.047Z,"UK","Android","Social Media"
959,"View Landing Page",2025-05-01T10:10:45.095Z,"Italy","Windows","Organic Search"
575,"View Landing Page",2025-05-01T10:13:30.765Z,"Germany","Android","Referral"
192,"View Landing Page",2025-05-01T10:13:34.589Z,"Italy","Android","Email"
409,"View Landing Page",2025-05-01T10:16:06.702Z,"Germany","Linux","Paid Search"
607,"View Landing Page",2025-05-01T10:18:55.787Z,"Italy","Windows","Email"
530,"View Landing Page",2025-05-01T10:22:01.267Z,"Italy","Windows","Social Media"
921,"View Landing Page",2025-05-01T10:22:35.241Z,"Germany","macOS","Organic Search"
383,"View Landing Page",2025-05-01T10:24:09.802Z,"Italy","macOS","Social Media"
362,"View Landing Page",2025-05-01T10:24:59.764Z,"Italy","Windows","Paid Search"
861,"View Landing Page",2025-05-01T10:25:53.528Z,"Germany","iOS","Social Media"
954,"View Landing Page",2025-05-01T10:26:41.604Z,"Germany","Android","Social Media"
644,"View Landing Page",2025-05-01T10:30:50.866Z,"Germany","macOS","Paid Search"
322,"View Landing Page",2025-05-01T10:31:29.062Z,"France","Linux","Social Media"
499,"View Landing Page",2025-05-01T10:37:21.274Z,"Denmark","iOS","Organic Search"
661,"View Landing Page",2025-05-01T10:37:43.575Z,"UK","Windows","Social Media"
659,"View Landing Page",2025-05-01T10:37:52.060Z,"Austria","macOS","Social Media"
172,"View Landing Page",2025-05-01T10:40:21.243Z,"Poland","macOS","Social Media"
55,"View Landing Page",2025-05-01T10:41:02.779Z,"UK","iOS","Paid Search"
825,"View Landing Page",2025-05-01T10:43:02.070Z,"Austria","iOS","Referral"
436,"View Landing Page",2025-05-01T10:44:38.588Z,"UK","iOS","Organic Search"
158,"View Landing Page",2025-05-01T10:45:22.527Z,"Belgium","Linux","Email"
772,"View Landing Page",2025-05-01T10:45:45.428Z,"Germany","macOS","Organic Search"
129,"View Landing Page",2025-05-01T10:47:43.521Z,"Denmark","Windows","Referral"
215,"View Landing Page",2025-05-01T10:48:53.297Z,"Germany","macOS","Referral"
731,"View Landing Page",2025-05-01T10:49:35.265Z,"Poland","Linux","Social Media"
572,"View Landing Page",2025-05-01T10:51:47.835Z,"Poland","iOS","Organic Search"
370,"View Landing Page",2025-05-01T10:53:52.444Z,"France","Windows","Email"
816,"View Landing Page",2025-05-01T10:54:18.369Z,"UK","macOS","Paid Search"
619,"View Landing Page",2025-05-01T10:57:31.819Z,"Germany","macOS","Organic Search"
697,"View Landing Page",2025-05-01T11:01:33.178Z,"Germany","macOS","Organic Search"
56,"View Landing Page",2025-05-01T11:02:00.394Z,"Austria","Android","Organic Search"
517,"View Landing Page",2025-05-01T11:02:17.906Z,"Spain","iOS","Referral"
456,"View Landing Page",2025-05-01T11:02:57.520Z,"Sweden","Linux","Organic Search"
47,"View Landing Page",2025-05-01T11:03:49.689Z,"Belgium","Windows","Referral"
200,"View Landing Page",2025-05-01T11:04:20.346Z,"UK","iOS","Organic Search"
225,"View Landing Page",2025-05-01T11:06:57.064Z,"Spain","Linux","Social Media"
278,"View Landing Page",2025-05-01T11:07:04.661Z,"Belgium","Android","Social Media"
629,"View Landing Page",2025-05-01T11:07:43.333Z,"Sweden","macOS","Email"
886,"View Landing Page",2025-05-01T11:08:10.259Z,"France","iOS","Social Media"
758,"View Landing Page",2025-05-01T11:10:17.241Z,"France","macOS","Organic Search"
999,"View Landing Page",2025-05-01T11:11:40.214Z,"Sweden","macOS","Referral"
705,"View Landing Page",2025-05-01T11:16:05.745Z,"Germany","Android","Social Media"
123,"View Landing Page",2025-05-01T11:16:38.087Z,"France","Android","Referral"
377,"View Landing Page",2025-05-01T11:19:43.948Z,"Germany","Linux","Social Media"
251,"View Landing Page",2025-05-01T11:20:59.748Z,"Netherlands","Android","Email"
650,"View Landing Page",2025-05-01T11:21:26.312Z,"Germany","iOS","Email"
487,"View Landing Page",2025-05-01T11:22:09.484Z,"Sweden","macOS","Organic Search"
260,"View Landing Page",2025-05-01T11:23:25.578Z,"Belgium","Linux","Paid Search"
892,"View Landing Page",2025-05-01T11:24:10.800Z,"Netherlands","macOS","Social Media"
504,"View Landing Page",2025-05-01T11:24:17.565Z,"Germany","Windows","Organic Search"
443,"View Landing Page",2025-05-01T11:25:25.791Z,"Poland","Windows","Referral"
603,"View Landing Page",2025-05-01T11:27:23.003Z,"Austria","macOS","Social Media"
820,"View Landing Page",2025-05-01T11:31:04.423Z,"Italy","Android","Referral"
230,"View Landing Page",2025-05-01T11:33:44.006Z,"France","iOS","Email"
975,"View Landing Page",2025-05-01T11:34:18.915Z,"Spain","Windows","Email"
585,"View Landing Page",2025-05-01T11:34:22.003Z,"Netherlands","Windows","Organic Search"
972,"View Landing Page",2025-05-01T11:34:30.100Z,"Germany","Windows","Referral"
237,"View Landing Page",2025-05-01T11:34:51.592Z,"Denmark","Windows","Social Media"
897,"View Landing Page",2025-05-01T11:35:03.731Z,"Poland","Android","Social Media"
296,"View Landing Page",2025-05-01T11:36:52.714Z,"UK","Android","Referral"
787,"View Landing Page",2025-05-01T11:38:10.313Z,"Germany","Android","Referral"
808,"View Landing Page",2025-05-01T11:38:14.810Z,"France","Linux","Referral"
229,"View Landing Page",2025-05-01T11:39:16.211Z,"Germany","Android","Referral"
827,"View Landing Page",2025-05-01T11:39:33.876Z,"UK","Windows","Social Media"
803,"View Landing Page",2025-05-01T11:41:58.732Z,"France","Windows","Social Media"
396,"View Landing Page",2025-05-01T11:44:53.131Z,"Sweden","Windows","Email"
235,"View Landing Page",2025-05-01T11:44:58.425Z,"UK","iOS","Social Media"
994,"View Landing Page",2025-05-01T11:47:05.248Z,"Netherlands","Android","Email"
32,"View Landing Page",2025-05-01T11:47:32.213Z,"France","iOS","Organic Search"
162,"View Landing Page",2025-05-01T11:49:19.680Z,"Germany","macOS","Social Media"
587,"View Landing Page",2025-05-01T11:49:23.187Z,"Germany","Windows","Social Media"
17,"View Landing Page",2025-05-01T11:49:39.603Z,"Netherlands","macOS","Social Media"
891,"View Landing Page",2025-05-01T11:49:42.035Z,"Italy","iOS","Paid Search"
920,"View Landing Page",2025-05-01T11:50:14.854Z,"Italy","iOS","Organic Search"
496,"View Landing Page",2025-05-01T11:53:19.368Z,"Spain","Windows","Email"
951,"View Landing Page",2025-05-01T11:55:56.956Z,"Netherlands","macOS","Email"
10,"View Landing Page",2025-05-01T11:56:21.805Z,"UK","macOS","Referral"
65,"View Landing Page",2025-05-01T11:58:26.655Z,"Spain","iOS","Referral"
938,"View Landing Page",2025-05-01T12:00:35.218Z,"Spain","macOS","Social Media"
404,"View Landing Page",2025-05-01T12:03:40.775Z,"France","iOS","Social Media"
524,"View Landing Page",2025-05-01T12:04:13.715Z,"Italy","Linux","Referral"
202,"View Landing Page",2025-05-01T12:07:57.469Z,"Spain","Linux","Organic Search"
918,"View Landing Page",2025-05-01T12:08:02.157Z,"Germany","iOS","Social Media"
826,"View Landing Page",2025-05-01T12:09:02.901Z,"UK","Linux","Organic Search"
909,"View Landing Page",2025-05-01T12:10:22.981Z,"Netherlands","macOS","Social Media"
29,"View Landing Page",2025-05-01T12:11:54.484Z,"Poland","Windows","Referral"
717,"View Landing Page",2025-05-01T12:12:00.874Z,"Netherlands","iOS","Referral"
737,"View Landing Page",2025-05-01T12:14:47.662Z,"Germany","Linux","Organic Search"
953,"View Landing Page",2025-05-01T12:15:39.767Z,"Spain","Linux","Email"
15,"View Landing Page",2025-05-01T12:19:55.603Z,"Poland","iOS","Organic Search"
14,"View Landing Page",2025-05-01T12:20:42.797Z,"Italy","iOS","Social Media"
922,"View Landing Page",2025-05-01T12:21:28.158Z,"Italy","Linux","Referral"
888,"View Landing Page",2025-05-01T12:22:08.758Z,"Netherlands","Android","Referral"
70,"View Landing Page",2025-05-01T12:22:45.107Z,"Poland","macOS","Organic Search"
955,"View Landing Page",2025-05-01T12:24:09.278Z,"Poland","macOS","Organic Search"
254,"View Landing Page",2025-05-01T12:24:33.344Z,"Germany","macOS","Organic Search"
776,"View Landing Page",2025-05-01T12:24:58.161Z,"Netherlands","Android","Referral"
929,"View Landing Page",2025-05-01T12:26:54.577Z,"Germany","Android","Referral"
748,"View Landing Page",2025-05-01T12:29:21.484Z,"UK","macOS","Referral"
715,"View Landing Page",2025-05-01T12:31:04.951Z,"Poland","Linux","Social Media"
923,"View Landing Page",2025-05-01T12:32:25.611Z,"Netherlands","macOS","Organic Search"
1,"View Landing Page",2025-05-01T12:32:33.275Z,"Netherlands","Android","Organic Search"
85,"View Landing Page",2025-05-01T12:34:10.511Z,"Poland","Android","Organic Search"
628,"View Landing Page",2025-05-01T12:34:39.385Z,"France","Windows","Organic Search"
398,"View Landing Page",2025-05-01T12:36:55.434Z,"Italy","Windows","Referral"
328,"View Landing Page",2025-05-01T12:39:09.568Z,"Germany","iOS","Organic Search"
131,"View Landing Page",2025-05-01T12:39:22.198Z,"UK","macOS","Referral"
617,"View Landing Page",2025-05-01T12:41:39.732Z,"France","macOS","Referral"
360,"View Landing Page",2025-05-01T12:42:12.374Z,"Sweden","Windows","Referral"
191,"View Landing Page",2025-05-01T12:45:18.613Z,"Denmark","macOS","Email"
96,"View Landing Page",2025-05-01T12:47:16.287Z,"Poland","Windows","Social Media"
316,"View Landing Page",2025-05-01T12:47:19.088Z,"Czech Republic","iOS","Email"
54,"View Landing Page",2025-05-01T12:48:26.982Z,"Germany","macOS","Social Media"
753,"View Landing Page",2025-05-01T12:48:37.060Z,"Spain","Android","Social Media"
624,"View Landing Page",2025-05-01T12:50:55.288Z,"Spain","macOS","Organic Search"
160,"View Landing Page",2025-05-01T12:55:31.464Z,"Belgium","iOS","Organic Search"
392,"View Landing Page",2025-05-01T12:56:30.179Z,"France","Windows","Social Media"
824,"View Landing Page",2025-05-01T12:56:58.906Z,"Poland","macOS","Organic Search"
620,"View Landing Page",2025-05-01T13:00:46.176Z,"Spain","iOS","Social Media"
147,"View Landing Page",2025-05-01T13:05:27.998Z,"France","macOS","Email"
630,"View Landing Page",2025-05-01T13:06:13.740Z,"Austria","Windows","Paid Search"
490,"View Landing Page",2025-05-01T13:06:20.888Z,"Poland","macOS","Organic Search"
604,"View Landing Page",2025-05-01T13:08:01.680Z,"Germany","iOS","Referral"
95,"View Landing Page",2025-05-01T13:09:16.321Z,"Spain","Android","Organic Search"
511,"View Landing Page",2025-05-01T13:09:44.094Z,"Sweden","Windows","Social Media"
184,"View Landing Page",2025-05-01T13:10:13.751Z,"France","macOS","Email"
577,"View Landing Page",2025-05-01T13:10:54.703Z,"Netherlands","iOS","Paid Search"
910,"View Landing Page",2025-05-01T13:11:39.410Z,"Denmark","macOS","Paid Search"
169,"View Landing Page",2025-05-01T13:13:08.131Z,"France","Android","Referral"
559,"View Landing Page",2025-05-01T13:14:26.589Z,"France","iOS","Email"
245,"View Landing Page",2025-05-01T13:16:11.258Z,"Germany","macOS","Organic Search"
306,"View Landing Page",2025-05-01T13:16:12.708Z,"UK","macOS","Email"
734,"View Landing Page",2025-05-01T13:21:03.307Z,"Germany","Windows","Referral"
526,"View Landing Page",2025-05-01T13:22:01.838Z,"Spain","iOS","Email"
898,"View Landing Page",2025-05-01T13:23:34.323Z,"Belgium","iOS","Organic Search"
250,"View Landing Page",2025-05-01T13:29:13.627Z,"Italy","macOS","Social Media"
450,"View Landing Page",2025-05-01T13:30:54.531Z,"UK","macOS","Referral"
427,"View Landing Page",2025-05-01T13:31:21.357Z,"Sweden","Android","Referral"
834,"View Landing Page",2025-05-01T13:32:39.567Z,"Sweden","iOS","Organic Search"
428,"View Landing Page",2025-05-01T13:33:57.949Z,"Germany","Windows","Email"
323,"View Landing Page",2025-05-01T13:36:07.624Z,"France","macOS","Social Media"
762,"View Landing Page",2025-05-01T13:37:05.014Z,"Germany","macOS","Organic Search"
724,"View Landing Page",2025-05-01T13:38:05.168Z,"France","Windows","Social Media"
465,"View Landing Page",2025-05-01T13:38:17.345Z,"Sweden","Windows","Referral"
317,"View Landing Page",2025-05-01T13:39:01.920Z,"Germany","Android","Paid Search"
227,"View Landing Page",2025-05-01T13:42:30.807Z,"Netherlands","Windows","Social Media"
61,"View Landing Page",2025-05-01T13:45:07.153Z,"Germany","iOS","Organic Search"
982,"View Landing Page",2025-05-01T13:49:18.190Z,"Denmark","Android","Paid Search"
830,"View Landing Page",2025-05-01T13:53:40.058Z,"Belgium","iOS","Referral"
272,"View Landing Page",2025-05-01T13:55:17.799Z,"Italy","macOS","Email"
28,"View Landing Page",2025-05-01T13:56:10.707Z,"France","Linux","Organic Search"
810,"View Landing Page",2025-05-01T13:57:53.372Z,"Denmark","macOS","Social Media"
728,"View Landing Page",2025-05-01T13:59:56.398Z,"Netherlands","Android","Email"
600,"View Landing Page",2025-05-01T14:01:20.330Z,"Germany","iOS","Referral"
482,"View Landing Page",2025-05-01T14:03:25.516Z,"Belgium","Android","Organic Search"
171,"View Landing Page",2025-05-01T14:06:53.075Z,"Poland","iOS","Paid Search"
583,"View Landing Page",2025-05-01T14:08:44.159Z,"France","iOS","Paid Search"
847,"View Landing Page",2025-05-01T14:09:45.412Z,"Germany","iOS","Organic Search"
657,"View Landing Page",2025-05-01T14:11:26.376Z,"UK","Android","Organic Search"
246,"View Landing Page",2025-05-01T14:12:49.039Z,"Italy","Android","Email"
341,"View Landing Page",2025-05-01T14:14:24.039Z,"Italy","macOS","Referral"
522,"View Landing Page",2025-05-01T14:14:59.942Z,"France","macOS","Social Media"
165,"View Landing Page",2025-05-01T14:15:35.005Z,"France","Windows","Organic Search"
730,"View Landing Page",2025-05-01T14:16:44.625Z,"Italy","Android","Organic Search"
410,"View Landing Page",2025-05-01T14:20:41.837Z,"UK","macOS","Paid Search"
453,"View Landing Page",2025-05-01T14:21:32.182Z,"Netherlands","Windows","Referral"
867,"View Landing Page",2025-05-01T14:23:08.357Z,"Belgium","Android","Organic Search"
864,"View Landing Page",2025-05-01T14:24:50.894Z,"Italy","iOS","Paid Search"
445,"View Landing Page",2025-05-01T14:27:34.850Z,"Poland","Android","Organic Search"
537,"View Landing Page",2025-05-01T14:28:05.585Z,"Germany","Windows","Social Media"
33,"View Landing Page",2025-05-01T14:28:06.566Z,"France","Android","Paid Search"
351,"View Landing Page",2025-05-01T14:30:22.947Z,"UK","macOS","Social Media"
83,"View Landing Page",2025-05-01T14:33:07.910Z,"Poland","Windows","Organic Search"
836,"View Landing Page",2025-05-01T14:35:44.185Z,"Sweden","Linux","Social Media"
105,"View Landing Page",2025-05-01T14:38:33.371Z,"Poland","Windows","Paid Search"
492,"View Landing Page",2025-05-01T14:40:50.891Z,"Poland","Android","Organic Search"
814,"View Landing Page",2025-05-01T14:41:29.570Z,"UK","Linux","Social Media"
997,"View Landing Page",2025-05-01T14:42:42.746Z,"Belgium","Linux","Organic Search"
274,"View Landing Page",2025-05-01T14:44:18.171Z,"Belgium","Windows","Email"
988,"View Landing Page",2025-05-01T14:48:58.206Z,"Germany","Windows","Organic Search"
637,"View Landing Page",2025-05-01T14:50:08.195Z,"Germany","iOS","Organic Search"
350,"View Landing Page",2025-05-01T14:50:44.920Z,"Czech Republic","macOS","Email"
440,"View Landing Page",2025-05-01T14:50:57.381Z,"France","Windows","Social Media"
289,"View Landing Page",2025-05-01T14:52:41.580Z,"Poland","Android","Organic Search"
146,"View Landing Page",2025-05-01T14:55:44.809Z,"Netherlands","Android","Social Media"
349,"View Landing Page",2025-05-01T14:57:27.553Z,"Denmark","Windows","Organic Search"
573,"View Landing Page",2025-05-01T14:59:14.581Z,"UK","macOS","Referral"
532,"View Landing Page",2025-05-01T15:00:19.635Z,"Sweden","macOS","Referral"
714,"View Landing Page",2025-05-01T15:00:20.303Z,"France","Windows","Paid Search"
592,"View Landing Page",2025-05-01T15:00:31.150Z,"Poland","Android","Organic Search"
536,"View Landing Page",2025-05-01T15:01:37.527Z,"UK","Windows","Social Media"
459,"View Landing Page",2025-05-01T15:03:06.387Z,"Germany","iOS","Organic Search"
134,"View Landing Page",2025-05-01T15:04:11.096Z,"Netherlands","Windows","Referral"
802,"View Landing Page",2025-05-01T15:04:43.547Z,"France","Android","Organic Search"
464,"View Landing Page",2025-05-01T15:05:02.570Z,"Belgium","iOS","Email"
488,"View Landing Page",2025-05-01T15:07:08.146Z,"Spain","macOS","Organic Search"
501,"View Landing Page",2025-05-01T15:09:26.165Z,"Germany","macOS","Organic Search"
438,"View Landing Page",2025-05-01T15:09:43.286Z,"UK","macOS","Referral"
336,"View Landing Page",2025-05-01T15:11:03.096Z,"Germany","iOS","Organic Search"
280,"View Landing Page",2025-05-01T15:11:03.690Z,"Netherlands","iOS","Social Media"
507,"View Landing Page",2025-05-01T15:11:28.421Z,"Germany","Windows","Referral"
389,"View Landing Page",2025-05-01T15:14:11.770Z,"UK","macOS","Email"
689,"View Landing Page",2025-05-01T15:14:39.717Z,"Italy","Android","Email"
649,"View Landing Page",2025-05-01T15:17:00.791Z,"Poland","iOS","Email"
194,"View Landing Page",2025-05-01T15:17:48.325Z,"Italy","iOS","Email"
199,"View Landing Page",2025-05-01T15:19:27.015Z,"France","Android","Email"
51,"View Landing Page",2025-05-01T15:21:19.144Z,"Spain","macOS","Email"
625,"View Landing Page",2025-05-01T15:22:45.396Z,"France","Android","Social Media"
242,"View Landing Page",2025-05-01T15:28:45.307Z,"Denmark","Linux","Email"
287,"View Landing Page",2025-05-01T15:33:24.437Z,"Germany","Windows","Referral"
685,"View Landing Page",2025-05-01T15:33:29.473Z,"Spain","Windows","Organic Search"
253,"View Landing Page",2025-05-01T15:33:34.946Z,"UK","Windows","Social Media"
681,"View Landing Page",2025-05-01T15:37:10.897Z,"Italy","Windows","Referral"
704,"View Landing Page",2025-05-01T15:39:20.499Z,"Sweden","iOS","Referral"
337,"View Landing Page",2025-05-01T15:40:41.078Z,"Italy","Android","Referral"
325,"View Landing Page",2025-05-01T15:42:47.361Z,"Germany","Android","Organic Search"
842,"View Landing Page",2025-05-01T15:42:58.638Z,"Germany","Android","Email"
674,"View Landing Page",2025-05-01T15:44:08.647Z,"Sweden","macOS","Organic Search"
958,"View Landing Page",2025-05-01T15:45:01.194Z,"UK","macOS","Email"
439,"View Landing Page",2025-05-01T15:46:29.112Z,"Netherlands","Windows","Social Media"
393,"View Landing Page",2025-05-01T15:49:28.807Z,"Poland","Windows","Email"
560,"View Landing Page",2025-05-01T15:52:18.691Z,"Spain","iOS","Organic Search"
276,"View Landing Page",2025-05-01T15:54:40.722Z,"Germany","macOS","Social Media"
911,"View Landing Page",2025-05-01T15:58:49.579Z,"Denmark","macOS","Paid Search"
60,"View Landing Page",2025-05-01T15:58:55.524Z,"Germany","iOS","Organic Search"
374,"View Landing Page",2025-05-01T15:59:28.980Z,"Belgium","Android","Email"
996,"View Landing Page",2025-05-01T16:00:40.191Z,"Germany","Android","Referral"
301,"View Landing Page",2025-05-01T16:01:33.540Z,"Germany","Windows","Social Media"
372,"View Landing Page",2025-05-01T16:02:00.701Z,"Sweden","Android","Organic Search"
612,"View Landing Page",2025-05-01T16:06:47.869Z,"Germany","Windows","Organic Search"
878,"View Landing Page",2025-05-01T16:07:05.902Z,"Belgium","Windows","Email"
298,"View Landing Page",2025-05-01T16:08:51.514Z,"Germany","Windows","Organic Search"
63,"View Landing Page",2025-05-01T16:08:56.134Z,"UK","Windows","Social Media"
720,"View Landing Page",2025-05-01T16:09:07.470Z,"Spain","Windows","Email"
49,"View Landing Page",2025-05-01T16:09:26.958Z,"UK","iOS","Social Media"
255,"View Landing Page",2025-05-01T16:09:50.266Z,"UK","Windows","Referral"
854,"View Landing Page",2025-05-01T16:15:23.914Z,"Germany","Windows","Email"
656,"View Landing Page",2025-05-01T16:15:48.669Z,"Germany","macOS","Paid Search"
983,"View Landing Page",2025-05-01T16:18:30.942Z,"Poland","iOS","Email"
552,"View Landing Page",2025-05-01T16:18:42.124Z,"Austria","iOS","Email"
494,"View Landing Page",2025-05-01T16:21:22.740Z,"France","macOS","Paid Search"
678,"View Landing Page",2025-05-01T16:22:18.355Z,"Netherlands","iOS","Social Media"
831,"View Landing Page",2025-05-01T16:23:33.285Z,"Italy","Windows","Organic Search"
645,"View Landing Page",2025-05-01T16:25:44.665Z,"UK","macOS","Referral"
252,"View Landing Page",2025-05-01T16:27:08.773Z,"Sweden","iOS","Organic Search"
285,"View Landing Page",2025-05-01T16:28:31.087Z,"Sweden","Windows","Organic Search"
196,"View Landing Page",2025-05-01T16:30:07.938Z,"Germany","iOS","Referral"
722,"View Landing Page",2025-05-01T16:31:16.284Z,"France","Windows","Organic Search"
403,"View Landing Page",2025-05-01T16:31:29.461Z,"UK","Linux","Social Media"
516,"View Landing Page",2025-05-01T16:32:02.861Z,"Belgium","Linux","Paid Search"
69,"View Landing Page",2025-05-01T16:33:50.005Z,"France","macOS","Organic Search"
291,"View Landing Page",2025-05-01T16:34:00.728Z,"Denmark","Windows","Organic Search"
37,"View Landing Page",2025-05-01T16:34:40.200Z,"Italy","macOS","Paid Search"
44,"View Landing Page",2025-05-01T16:36:00.343Z,"Germany","macOS","Paid Search"
92,"View Landing Page",2025-05-01T16:36:18.836Z,"France","macOS","Organic Search"
626,"View Landing Page",2025-05-01T16:36:43.366Z,"Spain","Windows","Paid Search"
845,"View Landing Page",2025-05-01T16:37:13.793Z,"Poland","macOS","Social Media"
570,"View Landing Page",2025-05-01T16:37:34.466Z,"UK","Android","Paid Search"
